sp_name,guild,guild_1,guild_2,sp_id,higher_taxon,certainty,habitat
"Coccoidea (fam. indet. 3, DT132)",herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),270,Hemiptera,3,1
"Diaspididae (Aspidiotinae sp. 1, DT191",herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),271,Hemiptera,3,1
"Diaspididae (Aspidiotinae sp. 2, DT168",herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),272,Hemiptera,3,1
"Aphididae (gen. sp. indet., DT146",herbivore (GA) herbivore (P&S),herbivore (GA),herbivore (P&S),273,Hemiptera,3,1
"Aphididae (""Hamamelistes"" sp., DT205",herbivore (GA) herbivore (P&S),herbivore (GA),herbivore (P&S),274,Hemiptera,3,1
"Aphididae (cf. Pemphigus sp., DT169",herbivore (GA) herbivore (P&S),herbivore (GA),herbivore (P&S),275,Hemiptera,3,1
"Aphididae (Trioza sp., DT32)",herbivore (GA) herbivore (P&S),herbivore (GA),herbivore (P&S),276,Hemiptera,3,1
"Aphididae (gen. et sp. indet., DT190)",herbivore (GA) herbivore (P&S),herbivore (GA),herbivore (P&S),277,Hemiptera,3,1
Fulgoridae (gen. et sp. indet.),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),278,Hemiptera,3,1
Cercopidae (gen. indet.,herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),279,Hemiptera,3,1
Cicadidae gen. et sp. indet.),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),280,Hemiptera,3,1
Cf. Membracidae (gen. et sp. indet.),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),281,Hemiptera,3,1
Cf. Ricaniidae (gen. et sp. indet.),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),282,Hemiptera,3,1
Flatidae (gen. et sp. indet.),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),283,Hemiptera,3,1
Dictyopharidae (Dictyopharinae gen. et sp. indet),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),284,Hemiptera,3,1
Cyndidae (Cydnopsis meunieri),herbivore (RF) herbivore (RF),herbivore (RF),herbivore (RF),285,Hemiptera,3,1
Cyndidae (Cydnopsis nana),herbivore (RF) herbivore (RF),herbivore (RF),herbivore (RF),286,Hemiptera,3,1
Lygaeidae (gen. et sp. indet.),herbivore (P&S) herbivore (SP),herbivore (P&S),herbivore (SP),287,Hemiptera,3,1
Miridae (gen. et sp. indet.),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),288,Hemiptera,3,1
Tingidae (Lutetiacader petrefactus),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),289,Hemiptera,3,1
Tingidae (Exmesselensis disspinosus),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),290,Hemiptera,3,1
Tingidae (Chorotingioites priscus),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),291,Hemiptera,3,1
"Tingidae (Oblongomorpha lutetia, DT199",herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),292,Hemiptera,3,1
Pentatomidae (gen. et sp. indet.),herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),293,Hemiptera,3,1
Reduviidae (Amphibolus disponsi),insectivore insectivore,insectivore,insectivore,294,Hemiptera,3,1
Gerridae (Gerris sp.),insectivore insectivore,insectivore,insectivore,295,Hemiptera,3,2
Gerridae (Cylindrobates messelensis),insectivore insectivore,insectivore,insectivore,296,Hemiptera,3,2
Notonectidae (gen. et sp. indet.),insectivore herbivore (P&S),insectivore,herbivore (P&S),297,Hemiptera,3,2
Fam. indet.,herbivore (P&S) herbivore (P&S),herbivore (P&S),herbivore (P&S),298,Thysanoptera,3,1
Mantispidae (Symphrasites eocenicus),parasitoid insectivore,parasitoid,insectivore,299,Neuroptera,3,1
Cupedidae (Tenomerga messelense),herbivore (WB) nonfeeding,herbivore (WB),nonfeeding,300,Coleoptera,3,1
Carabidae (?Harpalus sp.),insectivore insectivore,insectivore,insectivore,301,Coleoptera,3,1
Carabidae (?Scarites sp.),insectivore insectivore,insectivore,insectivore,302,Coleoptera,3,1
Staphylinidae (gen. indet.),insectivore fungivore,insectivore,fungivore,303,Coleoptera,3,1
Hydrophilidae (Eubrianax),detritivore omnivore,detritivore,omnivore,304,Coleoptera,3,2
Dytiscidae (gen. et sp. indet.),insectivore predator,insectivore,predator,305,Coleoptera,3,2
Histeridae (cf. Dendrophilus),insectivore insectivore,insectivore,insectivore,306,Coleoptera,3,1
"Polyphaga (fam. indet., DT219",herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),307,Coleoptera,2,1
"Polyphaga (fam. indet., DT09)",herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),308,Coleoptera,2,1
Buprestidae (Psiloptera transversovittata),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),309,Coleoptera,3,1
Buprestidae (Psiloptera weigelti),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),310,Coleoptera,3,1
Buprestidae (Psiloptera sp. 1),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),311,Coleoptera,3,1
Buprestidae (?Psiloptera sp. 2),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),312,Coleoptera,3,1
Buprestidae (?Psiloptera sp. 3),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),313,Coleoptera,3,1
Buprestidae (?Psiloptera sp. 4),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),314,Coleoptera,3,1
Buprestidae (Touzalinia/Psiloptera gen. 1),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),315,Coleoptera,3,1
"Buprestidae (Psilopterini, gen. 1)",herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),316,Coleoptera,3,1
Buprestidae (Psiloptera/Dicercomorpha gen. 1),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),317,Coleoptera,3,1
Buprestidae (Psiloptera/Diceromorpha gen. 2),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),318,Coleoptera,3,1
Buprestidae (Psiloptera/Diceromorpha gen. 3),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),319,Coleoptera,3,1
Buprestidae (Touzalinia/Diceromorpha gen. 1),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),320,Coleoptera,3,1
Buprestidae (Touzalinia/Diceromorpha gen. 2),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),321,Coleoptera,3,1
Buprestidae (Psiloptera/Dicera gen. 1),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),322,Coleoptera,3,1
Buprestidae (Psiloptera/Dicera gen. 2),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),323,Coleoptera,3,1
Buprestidae (Psilopterini/Dicerini gen. 1),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),324,Coleoptera,3,1
Buprestidae (Psilopterini/Dicerini gen. 2),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),325,Coleoptera,3,1
Buprestidae (Dicerca? ),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),326,Coleoptera,3,1
Buprestidae (Eurythyrea? ),herbivore herbivore (PO),herbivore,herbivore (PO),327,Coleoptera,3,1
Buprestidae (Eurythyrea? bilyi),herbivore herbivore (PO),herbivore,herbivore (PO),328,Coleoptera,3,1
Buprestidae (Anthaxini?),herbivore herbivore (PO),herbivore,herbivore (PO),329,Coleoptera,3,1
Buprestidae (Anthaxia?),herbivore herbivore (PO),herbivore,herbivore (PO),330,Coleoptera,3,1
Buprestidae (Coroebini? gen. 1),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),331,Coleoptera,3,1
Buprestidae (Coroebini? gen. 2),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),332,Coleoptera,3,1
Buprestidae (Coroebini? gen. 3),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),333,Coleoptera,3,1
Buprestidae (Coroebini? gen. 4),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),334,Coleoptera,3,1
Buprestidae (Coroebini? gen. 5),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),335,Coleoptera,3,1
Buprestidae (Coroebini? gen. 6),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),336,Coleoptera,3,1
Buprestidae (Coroebini? gen. 7),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),337,Coleoptera,3,1
Buprestidae (Coroebini? gen. 8),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),338,Coleoptera,3,1
Buprestidae (Coroebini? gen. 9),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),339,Coleoptera,3,1
Buprestidae (Agrilini? gen. 1),herbivore (LM) herbivore (PO),herbivore (LM),herbivore (PO),340,Coleoptera,3,1
Buprestidae (Agrilini? gen. 2),herbivore (LM) herbivore (PO),herbivore (LM),herbivore (PO),341,Coleoptera,3,1
Buprestidae (Agrilinae gen. 1),herbivore (LM) herbivore (PO),herbivore (LM),herbivore (PO),342,Coleoptera,3,1
Buprestidae (Agrilinae gen. 2),herbivore (GA) herbivore (PO),herbivore (GA),herbivore (PO),343,Coleoptera,3,1
Buprestidae (Agrilinae gen. 3),herbivore (GA) herbivore (PO),herbivore (GA),herbivore (PO),344,Coleoptera,3,1
Buprestidae (Agrilinae gen. 4),herbivore (GA) herbivore (PO),herbivore (GA),herbivore (PO),345,Coleoptera,3,1
Buprestidae (Agrilinae gen. 5),herbivore (LM) herbivore (PO),herbivore (LM),herbivore (PO),346,Coleoptera,3,1
Buprestidae (Agrilinae gen. 6),herbivore (LM) herbivore (PO),herbivore (LM),herbivore (PO),347,Coleoptera,3,1
Buprestidae (Agrilinae gen. 7),herbivore (LM) herbivore (PO),herbivore (LM),herbivore (PO),348,Coleoptera,3,1
Throscidae (gen. et sp. indet.),fungivore herbivore (PO),fungivore,herbivore (PO),349,Coleoptera,3,1
Eucnemidae (gen. et sp. indet.),fungivore detritivore,fungivore,detritivore,350,Coleoptera,3,1
Elateridae (Agrypnus? sp. 1),herbivore (RF) omnivore,herbivore (RF),omnivore,351,Coleoptera,3,1
Elateridae (Agrypnus? sp. 2),herbivore (RF) omnivore,herbivore (RF),omnivore,352,Coleoptera,3,1
Elateridae (Agrypnus? sp. 3),herbivore (RF) omnivore,herbivore (RF),omnivore,353,Coleoptera,3,1
Elateridae (Agrypnus? sp. 4),herbivore (RF) omnivore,herbivore (RF),omnivore,354,Coleoptera,3,1
Elateridae (Agrypnus? aff. ?costipennis),herbivore (RF) omnivore,herbivore (RF),omnivore,355,Coleoptera,3,1
Elateridae (Agrypnus sp. 5),insectivore omnivore,insectivore,omnivore,356,Coleoptera,3,1
Elateridae (Agrypnus? sp. 6),insectivore omnivore,insectivore,omnivore,357,Coleoptera,3,1
Elateridae (Agrypnus? sp. 7),insectivore omnivore,insectivore,omnivore,358,Coleoptera,3,1
Elateridae (Agrypnus? sp. 8),insectivore omnivore,insectivore,omnivore,359,Coleoptera,3,1
Elateridae (Agrypnus? sp. 9),insectivore omnivore,insectivore,omnivore,360,Coleoptera,3,1
Elateridae (Lacon? sp. 1),insectivore omnivore,insectivore,omnivore,361,Coleoptera,3,1
Elateridae (Group 1),insectivore omnivore,insectivore,omnivore,362,Coleoptera,3,1
Elateridae (Group 2),insectivore omnivore,insectivore,omnivore,363,Coleoptera,3,1
Elateridae (Group 3),herbivore (SP) omnivore,herbivore (SP),omnivore,364,Coleoptera,3,1
Elateridae (Group 4),herbivore (SP) omnivore,herbivore (SP),omnivore,365,Coleoptera,3,1
Elateridae (Group 5),herbivore (RF) omnivore,herbivore (RF),omnivore,366,Coleoptera,3,1
Elateridae (Group 6),herbivore (RF) omnivore,herbivore (RF),omnivore,367,Coleoptera,3,1
Elateridae (Group 7),herbivore (RF) omnivore,herbivore (RF),omnivore,368,Coleoptera,3,1
Elateridae (Group 8),insectivore omnivore,insectivore,omnivore,369,Coleoptera,3,1
Elateridae (Group 9),insectivore omnivore,insectivore,omnivore,370,Coleoptera,3,1
Elateridae (Group 10),insectivore omnivore,insectivore,omnivore,371,Coleoptera,3,1
Elateridae (Group 11),insectivore omnivore,insectivore,omnivore,372,Coleoptera,3,1
Elateridae (Group 12),insectivore omnivore,insectivore,omnivore,373,Coleoptera,3,1
Elateridae (Group 13),insectivore omnivore,insectivore,omnivore,374,Coleoptera,3,1
Elateridae (Group 14),insectivore herbivore (SFF),insectivore,herbivore (SFF),375,Coleoptera,3,1
Elateridae (Macropunctum angulosum),herbivore (RF) omnivore,herbivore (RF),omnivore,376,Coleoptera,3,1
Elateridae (Macropunctum meuneri),herbivore (RF) omnivore,herbivore (RF),omnivore,377,Coleoptera,3,1
Elateridae (Macropunctum promptum),herbivore (RF) omnivore,herbivore (RF),omnivore,378,Coleoptera,3,1
Elateridae (Macropunctum messelensis),herbivore (RF) omnivore,herbivore (RF),omnivore,379,Coleoptera,3,1
Elateridae (Macropunctum eocaenicum),herbivore (RF) omnivore,herbivore (RF),omnivore,380,Coleoptera,3,1
Elateridae (Macropunctum senckenbergi),herbivore (RF) omnivore,herbivore (RF),omnivore,381,Coleoptera,3,1
Elateridae (Macropunctum latiscutellum),herbivore (RF) omnivore,herbivore (RF),omnivore,382,Coleoptera,3,1
Elateridae (Macropunctum angustiscutellum),herbivore (RF) omnivore,herbivore (RF),omnivore,383,Coleoptera,3,1
Elateridae (Macropunctum rebugense),herbivore (RF) omnivore,herbivore (RF),omnivore,384,Coleoptera,3,1
Elateridae (Lanelater verae),herbivore (RF) omnivore,herbivore (RF),omnivore,385,Coleoptera,3,1
Elateridae (Lanelater sp. 1),herbivore (RF) omnivore,herbivore (RF),omnivore,386,Coleoptera,3,1
Elateridae (Lanelater sp. 2),herbivore (RF) omnivore,herbivore (RF),omnivore,387,Coleoptera,3,1
Elateridae (Lanelater sp. 3),herbivore (RF) omnivore,herbivore (RF),omnivore,388,Coleoptera,3,1
Cantharoidea (gen. et sp. indet.),insectivore insectivore,insectivore,insectivore,389,Coleoptera,3,1
"Elateridae (""Ancyclochira"" agilis)",insectivore detritivore,insectivore,detritivore,390,Coleoptera,3,1
Tenebrionidae (Ceropria? messelense),fungivore omnivore,fungivore,omnivore,391,Coleoptera,3,1
Tenebrionidae (gen. et sp. indet.),detritivore herbivore (EFF),detritivore,herbivore (EFF),392,Coleoptera,3,1
Lucanidae (Protognathinus spielbergi),detritivore herbivore (SFF),detritivore,herbivore (SFF),393,Coleoptera,3,1
Scarabaeidae (Gymnopleurus eocaenicus),detritivore herbivore (PO),detritivore,herbivore (PO),394,Coleoptera,3,1
Scarabaeidae (?Geotrupes messelensis),detritivore herbivore (SFF),detritivore,herbivore (SFF),395,Coleoptera,3,1
Scarabaeidae (?Geotrupes sp.),detritivore herbivore (SFF),detritivore,herbivore (SFF),396,Coleoptera,3,1
Scarabaeidae (?Onthophagus sp.),detritivore herbivore (SFF),detritivore,herbivore (SFF),397,Coleoptera,3,1
Scarabaeidae (?Onitis sp.),detritivore herbivore (SFF),detritivore,herbivore (SFF),398,Coleoptera,3,1
Dascillidae (Eubrianax sp.),herbivore (RF) nonfeeding,herbivore (RF),nonfeeding,399,Coleoptera,3,1
Colydiidae cf. Orthocerus,fungivore herbivore (EFF),fungivore,herbivore (EFF),400,Coleoptera,3,1
Ptinidae (gen. et sp. indet.),detritivore detritivore,detritivore,detritivore,401,Coleoptera,3,1
Trogossitidae (Trogossita eocaenica),insectivore insectivore,insectivore,insectivore,402,Coleoptera,3,1
Oedemeridae (gen. et sp. indet.),detritivore herbivore (SFF),detritivore,herbivore (SFF),403,Coleoptera,3,1
"""Phytophaga"" (fam. indet. 1, DT08)",herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),404,Coleoptera,1,1
"""Phytophaga"" (fam. indet. 2, DT15)",herbivore (EFF) herbivore (SP),herbivore (EFF),herbivore (SP),405,Coleoptera,1,1
"""Phytophaga"" (fam. indet. 3, DT30)",herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),406,Coleoptera,2,1
"""Phytophaga"" (fam. indet. 3, DT63)",herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),407,Coleoptera,2,1
"""Phytophaga"" (fam. indet. 4, DT216)",herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),408,Coleoptera,2,1
"""Phytophaga"" (fam. indet. 5, DT143)",herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),409,Coleoptera,2,1
"""Phytophaga"" (fam.indet. 6, DT211",herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),410,Coleoptera,2,1
"""Phytophaga"" (fam. indet. 7, DT207)",herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),411,Coleoptera,2,1
"""Phytophaga"" (fam. indet. 8, DT220)",herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),412,Coleoptera,2,1
"""Phytophaga"" (fam. indet. 9, DT137)",herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),413,Coleoptera,2,1
"""Phytophaga"" (fam. indet 10, DT12)",herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),414,Coleoptera,1,1
"""Phytophaga"" (fam. indet. 11, DT14)",herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),415,Coleoptera,1,1
"""Phytophaga"" (fam. indet. 11, DT13)",herbivore (EFF) herbivore (PO),herbivore (EFF),herbivore (PO),416,Coleoptera,1,1
Cerambycidae (Lamiinae),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),417,Coleoptera,3,1
Cerambycidae (Prioninae),herbivore (WB) herbivore (SFF),herbivore (WB),herbivore (SFF),418,Coleoptera,3,1
"Cerambycidae (gen. et sp. indet., DT212",herbivore (WB) herbivore (EFF),herbivore (WB),herbivore (EFF),419,Coleoptera,3,1
Chrysomelidae (Sagra sp.),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),420,Coleoptera,3,1
"Chrysomelidae (Lina sp., DT57)",herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),421,Coleoptera,3,1
"Chrysomelidae (gen. et sp. indet., DT08)",herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),422,Coleoptera,2,1
"Chrysomelidae (Cassidinae indet. 1, DT203 )",herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),423,Coleoptera,3,1
"Chrysomelidae (Cassidinae indet. 2, DT192)",herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),424,Coleoptera,3,1
"Chrysomelidae (gen. et sp. indet., DT193",herbivore (LM) herbivore (EFF),herbivore (LM),herbivore (EFF),425,Coleoptera,3,1
Chrysomelidae (Bruchinae indet.),herbivore (SP) omnivore,herbivore (SP),omnivore,426,Coleoptera,3,1
cf. Brenthidae,herbivore (WB) herbivore (EFF),herbivore (WB),herbivore (EFF),427,Coleoptera,3,1
Apionidae (gen. et sp. indet.),herbivore (SP) herbivore (EFF),herbivore (SP),herbivore (EFF),428,Coleoptera,3,1
Curculionidae (gen. et sp. indet. 1),herbivore herbivore (EFF),herbivore,herbivore (EFF),429,Coleoptera,3,1
"Curculionidae (gen. et sp. indet. 2, DT74)",herbivore (SP) herbivore (SP),herbivore (SP),herbivore (SP),430,Coleoptera,3,1
"Curculionidae (gen. et sp. indet. 3, DT07)",herbivore (EFF) herbivore (EFF),herbivore (EFF),herbivore (EFF),431,Coleoptera,2,1
"Curculionidae (aff. Balaninus, DT167)",herbivore (SP) herbivore (SP),herbivore (SP),herbivore (SP),432,Coleoptera,3,1
Fam. indet. (DT195),herbivore (LM) insectivore,herbivore (LM),insectivore,433,Coleoptera,2,1
Fam. indet. (DT29),herbivore (WB) herbivore (PO),herbivore (WB),herbivore (PO),434,Coleoptera,2,1
Myrmecolacidae (Stichotrema sp.),parasitoid nonfeeding,parasitoid,nonfeeding,435,Strepsiptera,2,1
Fam. indet.,detritivore detritivore,detritivore,detritivore,436,Mecoptera,3,1
Tipulidae (gen. et sp. indet.),detritivore herbivore (SFF),detritivore,herbivore (SFF),437,Diptera,3,3
Limoniidae (gen. et sp. indet.),detritivore nonfeeding,detritivore,nonfeeding,438,Diptera,3,3
"Chaoboridae (gen. indet., larva)",detritivore parasite,detritivore,parasite,439,Diptera,2,3
Chironomidae (gen. et sp. indet.),detritivore parasite,detritivore,parasite,440,Diptera,2,3
Culicidae (gen. et sp. indet.),detritivore parasite,detritivore,parasite,441,Diptera,3,3
"Cecidomyiidae (gen. et sp. indet. 1, DT80",herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),442,Diptera,2,1
"Cecidomyiidae (gen. et sp. indet. 2, DT188",herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),443,Diptera,2,1
"Cecidomyiidae (gen. et sp. indet. 3, DT11, DT197",herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),444,Diptera,3,1
"Cecidomyiidae (gen. et sp. indet. 4, DT83)",herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),445,Diptera,3,1
"Cecidomyiidae (gen. et sp. indet. 5, DT84)",herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),446,Diptera,2,1
"Cecidomyiidae (gen. et sp. indet. 6, DT215)",herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),447,Diptera,3,1
"Cecidomyiidae (gen. et sp. indet. 7, DT213",herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),448,Diptera,3,1
"Cecidomyiidae (gen. et sp. indet. 8, DT149",herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),449,Diptera,3,1
"Cecidomyiidae (gen. et sp. indet. 9, DT218)",herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),450,Diptera,3,1
"Cecidomyiidae (gen. et sp. indet. 10, DT217",herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),451,Diptera,3,1
"Cecidomyiidae (gen. et sp. indet. 11, DT34)",herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),452,Diptera,2,1
"Cecidomyiidae (gen. et sp. indet. 12, DT145",herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),453,Diptera,3,1
"Cecidomyiidae (Asphondyliini, DT163, DT206",herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),454,Diptera,2,1
"Cecidomyiidae (gen et sp. indet. 13, DT204)",herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),455,Diptera,3,1
"Cecidomyiidae (Cecidomyia sp., DT49)",herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),456,Diptera,2,1
"Cecidomyiidae (Dasyneura sp., DT85)",herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),457,Diptera,2,1
"Cecidomyiidae (gen. et sp. indet, DT33)",herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),458,Diptera,3,1
Nemestrinidae (cf. Hirmoneura sp.),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),459,Diptera,3,1
Tabanidae (gen. et sp. indet.),detritivore parasite,detritivore,parasite,460,Diptera,3,1
Stratiomyiidae (gen. et sp. indet.),detritivore herbivore (SFF),detritivore,herbivore (SFF),461,Diptera,3,1
Athericidae (gen. et sp. indet.),insectivore parasite,insectivore,parasite,462,Diptera,3,1
Asilidae (gen. et sp. indet.),insectivore insectivore,insectivore,insectivore,463,Diptera,3,1
Syrphidae (gen. et sp. indet.),fungivore herbivore (PO),fungivore,herbivore (PO),464,Diptera,3,3
Brachycera (fam. indet.),parasitoid parasite,parasitoid,parasite,465,Diptera,3,1
"Tephritidae (gen. et sp. indet, DT117)",herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),466,Diptera,3,1
"Agromyzidae (gen. et sp. indet., DT185",herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),467,Diptera,2,1
"Agromyzidae (gen. et sp. indet., DT109)",herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),468,Diptera,2,1
Cecidomyiidae (gen. et sp. indet. DT80,herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),469,Diptera,2,1
"Tenthredinoidea (fam. indet., DT78)",herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),470,Hymenoptera,3,1
