sp_name,guild,guild_1,guild_2,sp_id,higher_taxon,certainty,habitat
"Tenthredinidae (gen. et sp. indet., DT187)",herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),471,Hymenoptera,3,1
"Torymidae (gen. et sp. indet. 1, DT62)",parasitoid herbivore (SFF),parasitoid,herbivore (SFF),472,Hymenoptera,3,1
"Torymidae (gen. sp. indet. 2, DT213",parasitoid herbivore (SFF),parasitoid,herbivore (SFF),473,Hymenoptera,3,1
"Eulophidae (gen. et sp. indet., DT189)",parasitoid herbivore (SFF),parasitoid,herbivore (SFF),474,Hymenoptera,2,1
"Eucharitidae (gen. et sp. indet., DT83)",parasitoid herbivore (SFF),parasitoid,herbivore (SFF),475,Hymenoptera,3,1
Chalcididae (Chalcidinae),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),476,Hymenoptera,3,1
Proctotrupoidea (fam. indet.),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),477,Hymenoptera,3,1
Ichneumonidae (gen. et sp. indet.),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),478,Hymenoptera,3,1
Braconidae (gen. et sp. indet.),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),479,Hymenoptera,3,1
"Cynipidae (gen. et sp. indet., DT209",herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),480,Hymenoptera,1,1
"Cynipidae (gen. et sp. indet. 2, DT186",herbivore (GA) herbivore (SFF),herbivore (GA),herbivore (SFF),481,Hymenoptera,3,1
Formicidae (Dolichoderinae),insectivore insectivore,insectivore,insectivore,482,Hymenoptera,3,1
Formicidae (Formicinae),insectivore insectivore,insectivore,insectivore,483,Hymenoptera,3,1
Formicidae (Formicium giganteum),insectivore insectivore,insectivore,insectivore,484,Hymenoptera,3,1
Formicidae (Formicium simillimum),insectivore insectivore,insectivore,insectivore,485,Hymenoptera,3,1
Formicidae (Myrmiciinae),insectivore insectivore,insectivore,insectivore,486,Hymenoptera,3,1
Formicidae (Ponerinae),insectivore insectivore,insectivore,insectivore,487,Hymenoptera,3,1
"Formicidae (cf. Attini, DT214",fungivore predator,fungivore,predator,488,Hymenoptera,3,1
Pompilidae (gen. et sp. indet.),parasitoid insectivore,parasitoid,insectivore,489,Hymenoptera,3,1
Scoliidae (gen. et sp. indet.),parasitoid herbivore (SFF),parasitoid,herbivore (SFF),490,Hymenoptera,3,1
Tiphiidae (gen. et sp. indet.),parasitoid omnivore,parasitoid,omnivore,491,Hymenoptera,3,1
Sphecidae (gen. et sp. indet.),parasitoid insectivore,parasitoid,insectivore,492,Hymenoptera,3,1
Eumenidae (gen. et sp. indet.),insectivore predator,insectivore,predator,493,Hymenoptera,3,1
Vespidae (gen. et sp. indet.),insectivore insectivore,insectivore,insectivore,494,Hymenoptera,3,1
Anthophoridae (gen. et sp. indet.),herbivore (SFF) herbivore (PO),herbivore (SFF),herbivore (PO),495,Hymenoptera,3,1
"Megachilidae (gen. et sp. indet., DT81)",detritivore (PO) herbivore (PO),detritivore (PO),herbivore (PO),496,Hymenoptera,3,1
Apidae (Pygomelissa lutetia),detritivore (SFF) herbivore (SFF),detritivore (SFF),herbivore (SFF),497,Hymenoptera,3,1
Apidae (Protobombus messelensis),detritivore (SFF) herbivore (SFF),detritivore (SFF),herbivore (SFF),498,Hymenoptera,3,1
Apidae (Ecfeldapis electrapoides),herbivore herbivore (PO),herbivore,herbivore (PO),499,Hymenoptera,2,1
Limnephilidae (gen. et sp. indet.),detritivore herbivore (SFF),detritivore,herbivore (SFF),500,Trichoptera,2,3
Fam. indet. (larval cases),detritivore herbivore (SFF),detritivore,herbivore (SFF),501,Trichoptera,2,3
Micropterygidae (gen. et sp. indet.),herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),502,Lepidoptera,2,1
"Nepticulidae (gen. et sp. indet. 1, DT41)",herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),503,Lepidoptera,3,1
"Nepticulidae (gen. et sp. indet. 2, DT44)",herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),504,Lepidoptera,3,1
"Nepticulidae (gen. et sp. indet. 3, DT171)",herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),505,Lepidoptera,3,1
"Nepticulidae (gen et sp. indet. 4, DT45)",herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),506,Lepidoptera,2,1
"Nepticulidae (gen. et sp. indet. 5, DT176",herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),507,Lepidoptera,2,1
Nepticulidae: Stigmellites messelensis,herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),508,Lepidoptera,3,1
"Bucculatrigidae (Bucculatrix sp., DT170",herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),509,Lepidoptera,3,1
"Gracillariidae (?Phyllonorycter sp., DT208",herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),510,Lepidoptera,3,1
"Gracillariidae (gen. et sp. indet. 1, DT164)",herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),511,Lepidoptera,3,1
"Gracillariidae (gen. et sp. indet. 2, DT210)",herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),512,Lepidoptera,2,1
"Gracillariidae (gen. et sp. indet. 3, DT152",herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),513,Lepidoptera,2,1
"Gracillariidae (gen. et sp. indet. 4, DT222)",herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),514,Lepidoptera,3,1
"Gracillariidae (gen. et sp. indet. 5, DT37)",herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),515,Lepidoptera,3,1
"Coleophoridae (cf. Homaledra, DT182",herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),516,Lepidoptera,3,1
"Coleophoridae (gen. et sp. indet., DT224",herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),517,Lepidoptera,3,1
"Incurvariidae (gen. et sp. indet. 1, DT38)",herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),518,Lepidoptera,3,1
"Incurvariidae (gen. et sp. indet. 2, DT223",herbivore (LM) herbivore (SFF),herbivore (LM),herbivore (SFF),519,Lepidoptera,3,1
Cosmopterygidae (gen. et sp. indet.),herbivore (LM) herbivore (PO),herbivore (LM),herbivore (PO),520,Lepidoptera,2,1
"Geometridae (gen. et sp. indet., DT22, DT196",herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),521,Lepidoptera,3,1
"Ditrysia (fam. indet. 1, DT27)",herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),522,Lepidoptera,3,1
"Ditrysia (fam. indet. 2, DT16)",herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),523,Lepidoptera,3,1
"Ditrysia (fam. indet. 3, DT17)",herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),524,Lepidoptera,2,1
"Ditrysia (fam. indet. 4, DT14)",herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),525,Lepidoptera,1,1
"Ditrysia (fam. indet. 5, DT79)",herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),526,Lepidoptera,3,1
"Ditrysia (fam. indet. 6, DT142",herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),527,Lepidoptera,2,1
"Ditrysia (fam. indet. 7, DT202",herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),528,Lepidoptera,3,1
"Ditrysia (fam. indet. 8, DT201",herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),529,Lepidoptera,3,1
"Ditrysia (fam. indet 9, DT22)",herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),530,Lepidoptera,3,1
"Ditrysia (fam. indet. 10, DT61)",herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),531,Lepidoptera,2,1
"Ditrysia (fam. indet. 11, DT50)",herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),532,Lepidoptera,2,1
"Ditrysia (fam. indet. 12, DT19)",herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),533,Lepidoptera,3,1
"Ditrysia (fam. indet. 13, DT06)",herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),534,Lepidoptera,3,1
"Ditrysia (fam. indet. 14, DT26)",herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),535,Lepidoptera,2,1
"Ditrysia (fam. indet. 15, DT05)",herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),536,Lepidoptera,1,1
"Ditrysia (fam. indet. 16, DT13)",herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),537,Lepidoptera,1,1
Papilionoidea (fam. indet.),herbivore (EFF) herbivore (SFF),herbivore (EFF),herbivore (SFF),538,Lepidoptera,3,1
"(order indet. 1, DT87)",herbivore (GA) ─,herbivore (GA),─,539,Insecta,1,1
"(order indet. 2, DT55)",herbivore (GA) ─,herbivore (GA),─,540,Insecta,1,1
"(order indet. 3, DT01)",herbivore (EFF) ─,herbivore (EFF),─,541,Insecta,1,1
"(order indet. 4, DT02)",herbivore (EFF) insectivore,herbivore (EFF),insectivore,542,Insecta,1,1
"(order indet. 5, DT12)",herbivore (EFF) insectivore,herbivore (EFF),insectivore,543,Insecta,1,1
"(order indet. 6, DT14)",herbivore (EFF) ─,herbivore (EFF),─,544,Insecta,1,1
"(order indet. 7, DT13)",herbivore (EFF) insectivore,herbivore (EFF),insectivore,545,Insecta,1,1
"(order indet. 8, DT15)",herbivore (EFF) ─,herbivore (EFF),─,546,Insecta,1,1
"(order indet. 9, DT03)",herbivore (EFF) ─,herbivore (EFF),─,547,Insecta,1,1
"(order indet. 10, DT04)",herbivore (EFF) insectivore,herbivore (EFF),insectivore,548,Insecta,1,1
"Eriophyidae (gen. et sp. indet. 1, DT147)",herbivore (GA) herbivore (EFF),herbivore (GA),herbivore (EFF),549,Acari,3,1
"Eriophyidae (gen. et sp. indet. 2, DT189)",herbivore (GA) herbivore (EFF),herbivore (GA),herbivore (EFF),550,Acari,2,1
"Eriophyidae (gen. et sp. indet. 3, DT32)",herbivore (GA) herbivore (EFF),herbivore (GA),herbivore (EFF),551,Acari,2,1
"Eriophyidae (gen. et sp. indet. 4, DT62)",herbivore (GA) herbivore (EFF),herbivore (GA),herbivore (EFF),552,Acari,3,1
"Eriophyidae (gen. et sp. indet. 5, DT11)",herbivore (GA) herbivore (EFF),herbivore (GA),herbivore (EFF),553,Acari,3,1
"Eriophyidae (gen. et sp. indet. 6, DT150",herbivore (GA) herbivore (EFF),herbivore (GA),herbivore (EFF),554,Acari,3,1
"Eriophyidae (gen. et sp. indet. 7, DT120)",herbivore (GA) herbivore (EFF),herbivore (GA),herbivore (EFF),555,Acari,3,1
Phalangiida (fam. indet.),detritivore detritivore,detritivore,detritivore,556,Phalangiida,3,1
Araneidae (cf. Singa),predator predator,predator,predator,557,Araneida,3,1
Lepisosteidae (Atractosteus kinkelini),piscivore ,piscivore,,558,Lepisosteiformes,3,2
Lepisosteidae (Masillosteus kelleri),predator ,predator,,559,Lepisosteiformes,3,2
Amiidae (Cyclurus kehreri),piscivore predator,piscivore,predator,560,Amiiformes,3,2
Thaumaturidae (Thaumaturus intermedius),omnivore predator,omnivore,predator,561,Clupeocephala,3,2
Anguillidae (Anguilla ignota),insectivore ,insectivore,,562,Angulliformes,3,2
Moronidae (Palaeoperca proxima),insectivore ,insectivore,,563,Perciformes,3,2
Moronidae (Rhenanoperca minuta),insectivore ,insectivore,,564,Perciformes,3,2
Percichthyidae (Amphiperca multiformis),piscivore ,piscivore,,565,Perciformes,3,2
Pelobatidae (Eopelobates wagneri),predator ,predator,,566,Anura,3,3
Palaeobatrachidae (Messelobatrachus tobieni),insectivore ,insectivore,,567,Anura,3,3
Fam. indet. (Lutetiobatrachus gracilis),insectivore ,insectivore,,568,Anura,3,3
Xenopidae (gen. et sp. indet.),predator ,predator,,569,Anura,3,2
Salamandridae (Chelotriton robustus),insectivore ,insectivore,,570,Urodela,3,3
Cf. Iguanidae (gen. et sp. indet.),herbivore ,herbivore,,571,Lacertilia,3,1
Iguanidae (Geiseltaliellus longicaudus),omnivore ,omnivore,,572,Lacertilia,3,1
"Fam. Indet. ""small species""",predator ,predator,,573,Lacertilia,3,1
Scincidae (aff. Scincomorpha sp.),insectivore ,insectivore,,574,Lacertilia,3,1
Scincidae (gen. et sp. indet.),herbivore ,herbivore,,575,Lacertilia,3,1
Anguidae (Xestops abderhaldeni),molluscivore insectivore,molluscivore,insectivore,576,Lacertilia,3,1
Anguidae (Ophisauriscus quadrupes),insectivore molluscivore,insectivore,molluscivore,577,Lacertilia,3,1
Necrosauridae (Genus A),predator ,predator,,578,Lacertilia,3,1
"Necrosauridae (""Saniwa"" feisti)",predator ,predator,,579,Lacertilia,3,1
Necrosauridae (Genus C),predator ,predator,,580,Lacertilia,3,1
Lacertidae (Eolacerta robusta),insectivore ,insectivore,,581,Lacertilia,3,1
Boidae (Palaeopython fischeri),predator ,predator,,582,Serpentes,3,1
Boidae (Paleryx nov. sp.),predator ,predator,,583,Serpentes,3,1
Boidae (Messelophis ermannorum),predator ,predator,,584,Serpentes,3,1
Boidae (Messelophis variatus),predator ,predator,,585,Serpentes,3,1
Aniliidae (gen. et sp. 1 nov.),predator ,predator,,586,Serpentes,3,1
Aniliidae (gen. et sp. 2 nov.),predator ,predator,,587,Lacertilia,3,1
Fam. indet. (?Juvemys sp.),piscivore ,piscivore,,588,Testudines,2,2
Fam. indet. (Francellia messeliana),predator ,predator,,589,Testudines,3,2
Fam. indet. (Euroemys kehreri),predator ,predator,,590,Testudines,3,2
Emydidae (Allaeochelys gracilis),omnivore ,omnivore,,591,Testudines,3,2
Carettochelyidae (Allaeochelys crassesculptata),omnivore ,omnivore,,592,Testudines,3,2
"Trionychidae (""Trionyx"" messelianus)",predator ,predator,,593,Testudines,3,2
Leidyosuchidae (Diplocynodon darwini),piscivore ,piscivore,,594,Crocodylia,3,3
Leidyosuchidae (Diplocynodon ebertsi),piscivore ,piscivore,,595,Crocodylia,3,3
Leidyosuchidae (Baryphracta deponiae),predator ,predator,,596,Crocodylia,3,3
Crocodylidae (Asiatosuchus germanicus),predator ,predator,,597,Crocodylia,3,3
Alligatoridae (Allognathosuchus haupti),predator molluscivore,predator,molluscivore,598,Crocodylia,3,3
Pristichampsidae (Pristichampsus rollinati),piscivore ,piscivore,,599,Crocodylia,3,3
Bergisuchidae (Bergisuchus dietrichbergi),predator ,predator,,600,Crocodylia,3,1
Tomastomidae (gen. et sp. indet),piscivore ,piscivore,,601,Crocodylia,3,3
Palaeotididae (Palaeotis weigelti),herbivore ,herbivore,,602,Palaeognathae,3,1
Gallinuloididae (Paraortygoides messelensis),herbivore ,herbivore,,603,Galliformes,3,1
Gastornithidae (Gastornis geiselensis),predator ,predator,,604,Anseriformes,3,1
Phoenicopteridae (Juncitarsus merkeli),insectivore ,insectivore,,605,Phoenicopteriformes,3,1
Sulidae (Masillastega rectirostris),piscivore ,piscivore,,606,Pelecaniformes,3,3
Threskiornithidae (Rhynchaeitites messelensis),piscivore insectivore,piscivore,insectivore,607,Ciconiiformes,3,1
?Phorusrhacidae (Aenigmavis sapea),predator ,predator,,608,"""Gruiformes""",3,1
Idiornithidae (Idiornis tuberculata),predator ,predator,,609,"""Gruiformes""",3,1
Idiornithidae (Idiornis cf. itardiensis),predator ,predator,,610,"""Gruiformes""",3,3
Messelornithidae (Messelornis cristata),omnivore ,omnivore,,611,"""Gruiformes""",3,1
Salmilidae (Salmila robusta),omnivore ,omnivore,,612,"""Gruiformes""",3,1
Fam. indet. (Pumiliornis tessellatus),insectivore ,insectivore,,613,Order Incertae Sedis A,3,1
Fam. indet. (gen. et sp. indet.),predator ,predator,,614,Charadriiformes,3,1
Accipitridae (Masillaraptor parvunguis),predator ,predator,,615,Falconiformes,3,1
Messelasturidae (Messelastur gratulator),predator ,predator,,616,?Falconiformes,3,1
Pseudasturidae (Pseudasturides macrocephalus),omnivore ,omnivore,,617,Psittaciformes,3,1
Pseudasturidae (Serudaptus pohli),insectivore ,insectivore,,618,Psittaciformes,3,1
Pseudasturidae (?Pseudastur sp.),omnivore ,omnivore,,619,Psittaciformes,3,1
Fam. indet. (Psittacopes lepidus),herbivore (SP) ,herbivore (SP),,620,Psittaciformes,3,1
Palaeoglaucidae (Palaeoglaux artophoron),insectivore ,insectivore,,621,Strigiformes,3,1
Sandcoleidae (Eoglaucidium pallas),herbivore (SP) ,herbivore (SP),,622,Coliiformes,3,1
Sandcoleidae (Eoglaucidium sp.),herbivore (SP) ,herbivore (SP),,623,Coliiformes,3,1
Sandcoleidae (cf. Anneavis sp.),omnivore ,omnivore,,624,Coliiformes,3,1
?Sandcoleidae (Chasacocoliius cacicirostris),insectivore ,insectivore,,625,Coliiformes,3,1
Coliidae (Masillacolius brevidactylus),omnivore ,omnivore,,626,Coliiformes,3,1
Fam. indet. (Selmes absurdipes),herbivore (SP) ,herbivore (SP),,627,Coliiformes,3,1
Fluvioviridavidae (Fluvioviridavis platyrhamphus),insectivore ,insectivore,,628,Order Incertae Sedis B,3,1
Fluvioviridavidae (Eurofluvioviridavis robustipes),insectivore ,insectivore,,629,Order Incertae Sedis B,3,1
Podargidae (Masillapodargus longipes),insectivore ,insectivore,,630,Order Incertae Sedis C,3,1
Apodidae (Scaniacypselus szarskii),insectivore ,insectivore,,631,Cypselomorphae,3,1
Nyctibiidae (Paraprefica kelleri),insectivore ,insectivore,,632,Cypselomorphae,3,1
Nyctibiidae (Paraprefica major),insectivore ,insectivore,,633,Cypselomorphae,3,1
Archaeotrogonidae (Hassiavis laticauda),insectivore ,insectivore,,634,Cypselomorphae,3,1
Apodidae (gen. et sp. indet.),insectivore ,insectivore,,635,Cypselomorphae,2,1
Cypselomorphidae (Protocypselomorphus manfredkelleri),insectivore ,insectivore,,636,Cypselomorphae,3,1
Cf. Jungornithidae (cf. Argornis sp.),herbivore (SFF) ,herbivore (SFF),,637,Cypselomorphae,3,1
?Leptosomidae (Plesiocathartes kelleri),insectivore ,insectivore,,638,Order Incertae Sedis D,3,1
Eocoraciidae (Eocoracias brachyptera),omnivore ,omnivore,,639,Coraciiformes,3,1
Atelornithidae (gen. et sp. indet.),predator ,predator,,640,Coraciiformes,3,1
Fam. Indet. (Quasisyndactylus longibrachis),piscivore ,piscivore,,641,Alcediiformes,3,3
Messelirrisoridae (Messelirrisor parvus),insectivore ,insectivore,,642,Upupiformes,3,1
Messelirrisoridae (Messelirrisor halcyrostris),insectivore ,insectivore,,643,Upupiformes,3,1
Messelirrisoridae (Messelirrisor grandis),insectivore ,insectivore,,644,Upupiformes,3,1
Primobucconidae (?Primobucco sp.),insectivore ,insectivore,,645,Order Incertae Sedis E,3,1
Primoscenidae (Primozygodactylus danielsi),insectivore herbivore (SP),insectivore,herbivore (SP),646,Piciformes,2,1
Primoscenidae (Primozygodactylus major),insectivore herbivore (SP),insectivore,herbivore (SP),647,Piciformes,2,1
Primoscenidae (Primozygodactylus ballmanni),omnivore ,omnivore,,648,Piciformes,3,1
Gracilitarsidae (Gracilitarsus mirabilis),herbivore (SFF) ,herbivore (SFF),,649,Order Incertae Sedis F,3,1
Trogonidae (?Primotrogon pumilio),insectivore ,insectivore,,650,Trogoniformes,3,1
Trogonidae (Primotrogon wintersteini),insectivore ,insectivore,,651,Trogoniformes,3,1
Fam. Indet. Palaeopsittacus cf. georgei,insectivore ,insectivore,,652,?Caprimugliformes,3,1
Trochilidae (Eurotrochilus inexpectatus),herbivore (SFF) ,herbivore (SFF),,653,Trochiliiformes,3,1
Trochilidae (Parargornis messelensis),insectivore ,insectivore,,654,Trochiliiformes,3,1
Herpetotheriidae (Amphiperatherium cf. maximum),omnivore ,omnivore,,655,Metatheria,3,1
Herpetotheriidae (Amphiperatherium goethei),omnivore ,omnivore,,656,Metatheria,3,1
Herpetotheriidae (Amphiperatherium or Peratherium),omnivore ,omnivore,,657,Metatheria,3,1
"?Peradectidae (""Peradectes"" sp.)",omnivore ,omnivore,,658,Metatheria,3,1
Pantolestidae (Buxolestes minor),piscivore ,piscivore,,659,Proteutheria,3,1
Pantolestidae (Buxolestes piscator),piscivore herbivore (SP),piscivore,herbivore (SP),660,Proteutheria,3,1
"Paroxyclaenidae (""Paroxyclaenus"" sp.)",herbivore ,herbivore,,661,Proteutheria,3,1
Paroxyclaenidae (Kopidodon macrognathus),herbivore (SP) herbivore (EFF),herbivore (SP),herbivore (EFF),662,Proteutheria,3,1
Pseudorhynchocyonidae (Lepticidium nasutum),predator ,predator,,663,Proteutheria,3,1
Pseudorhynchocyonidae (Lepticidium auderiense),insectivore ,insectivore,,664,Proteutheria,3,1
Pseudorhynchocyonidae (Lepticidium tobieni),predator insectivore,predator,insectivore,665,Proteutheria,3,1
Apatemyidae (Heterohyus nanus),insectivore ,insectivore,,666,Proteutheria,3,1
Myrmecophagidae (Eurotamandua joresi),insectivore herbivore,insectivore,herbivore,667,Xenarthra,3,1
Amphilemuridae (Macrocranion tupaidon),omnivore ,omnivore,,668,Lipotyphla,3,1
Amphilemuridae (Macrocranion tenerum),insectivore ,insectivore,,669,Lipotyphla,3,1
Amphilemuridae (Pholidocercus hassiacus),insectivore ,insectivore,,670,Lipotyphla,3,1
Archaeonycterididae (Archaeonyceris trigonodon),insectivore ,insectivore,,671,Chiroptera,3,1
Archaeonycterididae (Archaeonyceris pollex),insectivore ,insectivore,,672,Chiroptera,3,1
Palaeochiropterygidae (Palaeochiropteryx tupaiodon),insectivore ,insectivore,,673,Chiroptera,3,1
Palaeochiropterygidae (Palaeochiropteryx spiegeli),insectivore ,insectivore,,674,Chiroptera,3,1
Hassianycterididae (Hassianycteris messelensis),insectivore ,insectivore,,675,Chiroptera,3,1
Hassianycterididae (?Hassianycteris revilliodi),insectivore ,insectivore,,676,Chiroptera,3,1
Hassianycterididae (Hassianycteris magna),insectivore ,insectivore,,677,Chiroptera,3,1
Emballonuridae (Tachypteron franzeni),insectivore ,insectivore,,678,Chiroptera,3,1
Hyaenodontidae (Lesmesodon behnkeae),omnivore ,omnivore,,679,Creodonta,3,1
Hyaenodontidae (Lesmesodon edingeri),predator ,predator,,680,Creodonta,3,1
Manidae (Eomanis krebsi),insectivore ,insectivore,,681,Pholidota,3,1
Manidae (Eomanis waldi),herbivore (EFF) ,herbivore (EFF),,682,Pholidota,3,1
Miacidae (Parodectes feisti),predator ,predator,,683,Carnivora,3,1
Miacidae (Messelogale kessleri),predator ,predator,,684,Carnivora,3,1
Helaletidae (Hyrachus minimus),herbivore (EFF) ,herbivore (EFF),,685,Perissodactyla,3,1
Lophiodontidae (Lophiodon sp.),herbivore (EFF) ,herbivore (EFF),,686,Perissodactyla,3,1
Equidae (Propalaeotherium hassiacum),herbivore (SP) ,herbivore (SP),,687,Perissodactyla,3,1
Equidae (Propalaeotherium parvulum),herbivore (SP) herbivore (EFF),herbivore (SP),herbivore (EFF),688,Perissodactyla,3,1
Equidae (Hallensia matthesi),herbivore ,herbivore,,689,Perissodactyla,3,1
Dichobunidae (Messelobunodon schaeferi),fungivore herbivore (SP),fungivore,herbivore (SP),690,Artiodactyla,3,1
Haplobunodontidae (Masillabune martini),herbivore (EFF) ,herbivore (EFF),,691,Artiodactyla,3,1
Diacodexeidae (Aumelasia cf. gabineaudi),herbivore (SP) ,herbivore (SP),,692,Artiodactyla,3,1
Notharctidae (Europolemur kelleri),predator ,predator,,693,Primates,3,1
Notharctidae (Godinotia neglecta),omnivore ,omnivore,,694,Primates,3,1
Notharctidae (Europolemur koenigswaldi),omnivore ,omnivore,,695,Primates,3,1
Gliridae (Eogliravus wildi),herbivore (SP) ,herbivore (SP),,696,Rodentia,3,1
Ischyromyidae (Ailuravus macrurus),herbivore (EFF) herbivore (SP),herbivore (EFF),herbivore (SP),697,Rodentia,3,1
Ischyromyridae (Hartenbergeromys parvus),insectivore ,insectivore,,698,Rodentia,3,1
Ischyromyridae (Masillamys beegeri),insectivore ,insectivore,,699,Rodentia,3,1
Gen. et sp. indet.,omnivore ,omnivore,,700,Rodentia,3,1